date,location,name,basket,total,payment_type,card_number
04/12/2023 13:00,Uppingham,Carol Smith,Regular Speciality Tea - Peppermint - 1.30,1.3,CASH,
04/12/2023 13:02,Uppingham,Jessica Curtis,Large Cortado - 2.35,2.35,CARD,4022950101200420
04/12/2023 13:04,Uppingham,William Rhoades,"Large Flavoured hot chocolate - Vanilla - 2.90, Regular Red Label tea - 1.20, Large Speciality Tea - Green - 1.60",5.7,CASH,
04/12/2023 13:06,Uppingham,Thomas Nichols,"Regular Red Label tea - 1.20, Large Smoothies - Berry Beautiful - 2.50, Regular Mocha - 2.30",6.0,CARD,4052624591234205
04/12/2023 13:08,Uppingham,Stephanie Polak,"Large Flavoured hot chocolate - Vanilla - 2.90, Large Mocha - 2.70",5.6,CASH,
04/12/2023 13:10,Uppingham,Betty Nickisch,"Regular Smoothies - Berry Beautiful - 2.00, Large Hot chocolate - 2.90, Large Mocha - 2.70, Regular Hot chocolate - 2.20, Regular Hot chocolate - 2.20",12.0,CARD,1435354107863994
04/12/2023 13:12,Uppingham,Lisa Pitsch,"Regular Cortado - 2.05, Large Flavoured latte - Hazelnut - 2.85, Regular Flavoured latte - Caramel - 2.55",7.45,CASH,
04/12/2023 13:13,Uppingham,Donna Marshall,"Large Flavoured latte - Caramel - 2.85, Regular Mocha - 2.30, Large Flavoured latte - Hazelnut - 2.85, Regular Flavoured latte - Hazelnut - 2.55",10.55,CASH,
04/12/2023 13:15,Uppingham,Theodore Wiltberger,"Large Cortado - 2.35, Large Flavoured latte - Caramel - 2.85",5.2,CARD,3814457388905367
04/12/2023 13:17,Uppingham,Katherine Stone,"Regular Cortado - 2.05, Regular Smoothies - Berry Beautiful - 2.00, Regular Flavoured latte - Caramel - 2.55",6.6,CARD,7322841827505944
04/12/2023 13:19,Uppingham,Douglas Hayes,"Regular Smoothies - Berry Beautiful - 2.00, Large Speciality Tea - Green - 1.60, Regular Smoothies - Berry Beautiful - 2.00, Regular Flavoured hot chocolate - Vanilla - 2.60",8.2,CARD,2866029498471726
04/12/2023 13:21,Uppingham,Lori Smart,"Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Flavoured hot chocolate - Vanilla - 2.60, Large Cortado - 2.35",7.55,CARD,4430723046931751
04/12/2023 13:23,Uppingham,Terry Feith,Regular Cortado - 2.05,2.05,CASH,
04/12/2023 13:25,Uppingham,Nicki Morita,"Regular Mocha - 2.30, Regular Cortado - 2.05, Large Flavoured latte - Caramel - 2.85",7.2,CARD,7819044723785065
04/12/2023 13:26,Uppingham,Janice Washington,"Large Mocha - 2.70, Large Flavoured latte - Caramel - 2.85, Regular Speciality Tea - Peppermint - 1.30",6.85,CARD,3767049712249738
04/12/2023 13:28,Uppingham,Philip Graham,Regular Flavoured latte - Hazelnut - 2.55,2.55,CARD,5737178571621225
04/12/2023 13:30,Uppingham,Ruby Perez,"Large Flavoured latte - Hazelnut - 2.85, Regular Speciality Tea - Peppermint - 1.30, Regular Flavoured latte - Caramel - 2.55, Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured latte - Hazelnut - 2.55",11.8,CARD,3169234965453212
04/12/2023 13:32,Uppingham,Harold Real,"Large Smoothies - Berry Beautiful - 2.50, Large Cortado - 2.35",4.85,CARD,4004342776156986
04/12/2023 13:34,Uppingham,Craig Zellmer,"Regular Speciality Tea - Peppermint - 1.30, Large Smoothies - Berry Beautiful - 2.50, Regular Speciality Tea - Green - 1.30, Large Hot chocolate - 2.90, Regular Speciality Tea - Green - 1.30",9.3,CARD,6147044590834452
04/12/2023 13:36,Uppingham,Gail Underwood,"Regular Smoothies - Berry Beautiful - 2.00, Regular Flavoured latte - Caramel - 2.55",4.55,CARD,8519825204365757
04/12/2023 13:38,Uppingham,Andre Roller,"Regular Speciality Tea - Green - 1.30, Regular Cortado - 2.05",3.35,CARD,5681739396380777
04/12/2023 13:40,Uppingham,Ruth Tanenbaum,"Regular Cortado - 2.05, Large Flavoured hot chocolate - Vanilla - 2.90, Large Hot chocolate - 2.90",7.85,CASH,
04/12/2023 13:41,Uppingham,Ramon Moss,"Large Smoothies - Berry Beautiful - 2.50, Regular Mocha - 2.30, Regular Flavoured hot chocolate - Vanilla - 2.60",7.4,CARD,3356259110455234
04/12/2023 13:43,Uppingham,Melinda Parson,"Regular Red Label tea - 1.20, Large Flavoured latte - Caramel - 2.85",4.05,CARD,1236581890656427
04/12/2023 13:45,Uppingham,James Friday,"Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured latte - Caramel - 2.55, Regular Red Label tea - 1.20, Large Flavoured latte - Hazelnut - 2.85, Large Flavoured latte - Hazelnut - 2.85, Large Cortado - 2.35",14.35,CARD,6517103485359407
04/12/2023 13:47,Uppingham,Tina Alexander,Large Mocha - 2.70,2.7,CARD,3355522817861624
04/12/2023 13:49,Uppingham,Tammy Menter,"Large Mocha - 2.70, Large Cortado - 2.35, Regular Red Label tea - 1.20",6.25,CARD,8255323231361941
04/12/2023 13:51,Uppingham,Nancy Bradshaw,"Large Red Label tea - 1.80, Regular Speciality Tea - Peppermint - 1.30",3.1,CARD,5460488217921585
04/12/2023 13:53,Uppingham,Sam Tucker,"Regular Cortado - 2.05, Large Cortado - 2.35, Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured hot chocolate - Vanilla - 2.60",9.55,CARD,9513351294517246
04/12/2023 13:54,Uppingham,Virgie Reese,"Large Flavoured hot chocolate - Vanilla - 2.90, Regular Mocha - 2.30",5.2,CASH,
04/12/2023 13:56,Uppingham,Shelley Clark,"Large Cortado - 2.35, Large Hot chocolate - 2.90, Regular Cortado - 2.05, Large Smoothies - Berry Beautiful - 2.50, Regular Smoothies - Berry Beautiful - 2.00",11.8,CARD,3488492133924581
04/12/2023 13:58,Uppingham,Vivian Ngo,"Large Speciality Tea - Peppermint - 1.60, Large Red Label tea - 1.80, Regular Hot chocolate - 2.20, Large Cortado - 2.35, Regular Cortado - 2.05, Regular Cortado - 2.05",12.05,CARD,4654765289871919
04/12/2023 14:00,Uppingham,Alberto Delp,"Large Flavoured latte - Caramel - 2.85, Large Flavoured latte - Hazelnut - 2.85, Large Red Label tea - 1.80",7.5,CARD,2960104248466658
04/12/2023 14:03,Uppingham,Renee Kish,"Large Speciality Tea - Green - 1.60, Regular Red Label tea - 1.20, Regular Flavoured hot chocolate - Vanilla - 2.60",5.4,CARD,3955154912686571
04/12/2023 14:07,Uppingham,Leon Washburn,"Regular Speciality Tea - Peppermint - 1.30, Regular Cortado - 2.05, Large Cortado - 2.35, Regular Cortado - 2.05",7.75,CASH,
04/12/2023 14:10,Uppingham,Benjamin Stevens,"Large Flavoured hot chocolate - Vanilla - 2.90, Regular Flavoured hot chocolate - Vanilla - 2.60",5.5,CARD,5023778734329703
04/12/2023 14:13,Uppingham,Paula Brown,"Large Flavoured latte - Hazelnut - 2.85, Large Hot chocolate - 2.90, Large Speciality Tea - Green - 1.60",7.35,CASH,
04/12/2023 14:17,Uppingham,Priscilla Pearce,"Regular Mocha - 2.30, Regular Speciality Tea - Peppermint - 1.30, Large Flavoured hot chocolate - Vanilla - 2.90",6.5,CARD,1418176610135510
04/12/2023 14:20,Uppingham,Lester Lauderdale,"Large Red Label tea - 1.80, Regular Speciality Tea - Peppermint - 1.30, Regular Hot chocolate - 2.20",5.3,CARD,7604957205015908
04/12/2023 14:23,Uppingham,Verna Kruckenberg,"Regular Mocha - 2.30, Regular Hot chocolate - 2.20, Regular Cortado - 2.05, Regular Hot chocolate - 2.20",8.75,CASH,
04/12/2023 14:27,Uppingham,Victor Pinckney,Large Mocha - 2.70,2.7,CARD,3195332942687850
04/12/2023 14:30,Uppingham,Alice Gustafson,Regular Flavoured latte - Caramel - 2.55,2.55,CASH,
04/12/2023 14:33,Uppingham,Shelby Rice,"Large Flavoured latte - Hazelnut - 2.85, Large Smoothies - Berry Beautiful - 2.50",5.35,CASH,
04/12/2023 14:37,Uppingham,Jack Montgomery,Regular Flavoured latte - Hazelnut - 2.55,2.55,CARD,7239056769942137
04/12/2023 14:40,Uppingham,John Davis,"Regular Red Label tea - 1.20, Large Cortado - 2.35",3.55,CASH,
04/12/2023 14:43,Uppingham,Betty Harris,Regular Flavoured latte - Caramel - 2.55,2.55,CARD,9161653419920829
04/12/2023 14:47,Uppingham,Scott Morris,Large Flavoured hot chocolate - Vanilla - 2.90,2.9,CASH,
04/12/2023 14:50,Uppingham,Jeanne Williams,"Regular Mocha - 2.30, Large Red Label tea - 1.80, Regular Flavoured hot chocolate - Vanilla - 2.60",6.7,CASH,
04/12/2023 14:53,Uppingham,Melissa Evans,"Regular Red Label tea - 1.20, Large Flavoured latte - Hazelnut - 2.85, Regular Smoothies - Berry Beautiful - 2.00",6.05,CARD,5962465969223197
04/12/2023 14:57,Uppingham,Arthur Carnevale,"Regular Red Label tea - 1.20, Regular Speciality Tea - Green - 1.30, Regular Smoothies - Berry Beautiful - 2.00",4.5,CARD,6851712336494957
04/12/2023 15:00,Uppingham,Wendy Mccorrison,"Large Mocha - 2.70, Large Flavoured latte - Hazelnut - 2.85, Regular Speciality Tea - Peppermint - 1.30, Regular Smoothies - Berry Beautiful - 2.00",8.85,CASH,
04/12/2023 15:03,Uppingham,Terence Roberts,Large Speciality Tea - Peppermint - 1.60,1.6,CARD,6568190149468051
04/12/2023 15:07,Uppingham,Marie Wheeler,"Large Flavoured latte - Hazelnut - 2.85, Large Smoothies - Berry Beautiful - 2.50, Large Cortado - 2.35",7.7,CARD,2714474598896993
04/12/2023 15:10,Uppingham,Michael Labianca,"Large Hot chocolate - 2.90, Regular Red Label tea - 1.20",4.1,CARD,8778358406152975
04/12/2023 15:13,Uppingham,Ernesto Johnson,"Regular Hot chocolate - 2.20, Large Hot chocolate - 2.90",5.1,CASH,
04/12/2023 15:17,Uppingham,Robert Yancik,Regular Cortado - 2.05,2.05,CASH,
04/12/2023 15:20,Uppingham,Susan Cisneros,"Regular Flavoured hot chocolate - Vanilla - 2.60, Large Flavoured latte - Caramel - 2.85",5.45,CARD,6041404118473094
04/12/2023 15:23,Uppingham,Francis Runyon,"Large Smoothies - Berry Beautiful - 2.50, Regular Smoothies - Berry Beautiful - 2.00, Large Flavoured hot chocolate - Vanilla - 2.90, Large Smoothies - Berry Beautiful - 2.50, Large Speciality Tea - Green - 1.60, Regular Speciality Tea - Green - 1.30",12.8,CASH,
04/12/2023 15:27,Uppingham,Chad Boser,"Regular Flavoured latte - Hazelnut - 2.55, Large Cortado - 2.35, Large Red Label tea - 1.80",6.7,CASH,
04/12/2023 15:30,Uppingham,Mark Tanner,"Large Flavoured latte - Hazelnut - 2.85, Regular Hot chocolate - 2.20, Large Flavoured latte - Caramel - 2.85",7.9,CARD,5583101447098798
04/12/2023 15:33,Uppingham,Barry Ganong,Regular Speciality Tea - Peppermint - 1.30,1.3,CARD,3352575160297622
04/12/2023 15:37,Uppingham,Kathleen Dean,"Regular Cortado - 2.05, Regular Mocha - 2.30, Regular Speciality Tea - Peppermint - 1.30, Regular Mocha - 2.30",7.95,CARD,9862909172751684
04/12/2023 15:40,Uppingham,Joseph Baker,"Regular Speciality Tea - Green - 1.30, Large Mocha - 2.70, Large Flavoured hot chocolate - Vanilla - 2.90, Large Hot chocolate - 2.90",9.8,CASH,
04/12/2023 15:43,Uppingham,Ethel Turrentine,"Regular Speciality Tea - Peppermint - 1.30, Regular Flavoured latte - Caramel - 2.55",3.85,CARD,2440712329166388
04/12/2023 15:47,Uppingham,Margaret Holbrook,"Regular Smoothies - Berry Beautiful - 2.00, Large Flavoured latte - Hazelnut - 2.85, Regular Mocha - 2.30",7.15,CARD,4459698513497413
04/12/2023 15:50,Uppingham,Elizabeth Degraffenreid,"Large Red Label tea - 1.80, Regular Red Label tea - 1.20",3.0,CARD,4728957419064804
04/12/2023 15:53,Uppingham,Matthew Wooten,"Regular Speciality Tea - Peppermint - 1.30, Regular Cortado - 2.05, Regular Speciality Tea - Peppermint - 1.30",4.65,CARD,3439828001561524
04/12/2023 15:57,Uppingham,Nicole Rigby,"Regular Hot chocolate - 2.20, Regular Red Label tea - 1.20, Regular Smoothies - Berry Beautiful - 2.00, Large Mocha - 2.70",8.1,CASH,
04/12/2023 16:00,Uppingham,Michael Besecker,"Regular Hot chocolate - 2.20, Regular Speciality Tea - Peppermint - 1.30, Large Mocha - 2.70",6.2,CASH,
04/12/2023 16:02,Uppingham,John Tolin,Large Red Label tea - 1.80,1.8,CASH,
04/12/2023 16:04,Uppingham,Charles Davenport,"Regular Flavoured latte - Hazelnut - 2.55, Large Flavoured hot chocolate - Vanilla - 2.90, Large Red Label tea - 1.80, Large Red Label tea - 1.80, Regular Smoothies - Berry Beautiful - 2.00",11.05,CARD,8242471578739308
04/12/2023 16:05,Uppingham,Edwin Boothe,Large Mocha - 2.70,2.7,CASH,
04/12/2023 16:07,Uppingham,James Alba,"Large Red Label tea - 1.80, Large Cortado - 2.35",4.15,CARD,3260338152653628
04/12/2023 16:09,Uppingham,Virginia Mccall,"Large Mocha - 2.70, Large Mocha - 2.70, Regular Hot chocolate - 2.20, Large Red Label tea - 1.80, Regular Cortado - 2.05, Regular Cortado - 2.05",13.5,CASH,
04/12/2023 16:11,Uppingham,Maria Brooks,"Regular Flavoured latte - Hazelnut - 2.55, Regular Cortado - 2.05",4.6,CARD,7630632592818620
04/12/2023 16:12,Uppingham,Andrew Knight,"Large Cortado - 2.35, Regular Speciality Tea - Green - 1.30, Large Hot chocolate - 2.90",6.55,CARD,7808660553829168
04/12/2023 16:14,Uppingham,Kristine Cloutier,"Regular Speciality Tea - Peppermint - 1.30, Large Flavoured latte - Caramel - 2.85, Large Speciality Tea - Peppermint - 1.60, Regular Flavoured latte - Caramel - 2.55",8.3,CASH,
04/12/2023 16:16,Uppingham,Paula Hernandez,"Regular Cortado - 2.05, Large Cortado - 2.35",4.4,CARD,9096721671522842
04/12/2023 16:18,Uppingham,Kevin Miller,"Regular Hot chocolate - 2.20, Large Speciality Tea - Peppermint - 1.60, Large Smoothies - Berry Beautiful - 2.50",6.3,CARD,4599440474702500
04/12/2023 16:19,Uppingham,Rebecca Wells,Large Red Label tea - 1.80,1.8,CASH,
04/12/2023 16:21,Uppingham,Kristopher Harrison,"Large Red Label tea - 1.80, Large Flavoured hot chocolate - Vanilla - 2.90, Large Red Label tea - 1.80",6.5,CASH,
04/12/2023 16:23,Uppingham,Emory Mahoney,"Large Flavoured latte - Hazelnut - 2.85, Regular Cortado - 2.05, Regular Red Label tea - 1.20, Large Hot chocolate - 2.90",9.0,CARD,3217929500579923
04/12/2023 16:25,Uppingham,Kenneth Petix,"Large Flavoured latte - Caramel - 2.85, Large Flavoured hot chocolate - Vanilla - 2.90",5.75,CARD,6991166380193533
04/12/2023 16:26,Uppingham,Brandon Wilson,Large Cortado - 2.35,2.35,CASH,
04/12/2023 16:28,Uppingham,Donna Derry,Regular Speciality Tea - Green - 1.30,1.3,CARD,6203299610469252
04/12/2023 16:30,Uppingham,Gary Bolstad,"Large Red Label tea - 1.80, Regular Flavoured latte - Hazelnut - 2.55, Large Mocha - 2.70, Regular Speciality Tea - Peppermint - 1.30",8.35,CASH,
04/12/2023 16:32,Uppingham,Daniel Washburn,"Large Speciality Tea - Green - 1.60, Large Hot chocolate - 2.90, Large Speciality Tea - Peppermint - 1.60, Regular Cortado - 2.05, Large Cortado - 2.35",10.5,CARD,1286214713165109
04/12/2023 16:34,Uppingham,Jermaine Huggins,Large Flavoured latte - Caramel - 2.85,2.85,CARD,3149484468475149
04/12/2023 16:35,Uppingham,Robin Kraus,"Regular Red Label tea - 1.20, Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Cortado - 2.05",5.85,CARD,8957137068145836
04/12/2023 16:37,Uppingham,John Sprayberry,"Large Red Label tea - 1.80, Regular Cortado - 2.05, Regular Flavoured hot chocolate - Vanilla - 2.60",6.45,CASH,
04/12/2023 16:39,Uppingham,Maryann Brown,"Regular Flavoured latte - Caramel - 2.55, Regular Speciality Tea - Green - 1.30, Large Mocha - 2.70",6.55,CASH,
04/12/2023 16:41,Uppingham,Samuel Ruby,"Regular Flavoured latte - Hazelnut - 2.55, Large Flavoured latte - Hazelnut - 2.85, Regular Flavoured latte - Hazelnut - 2.55, Large Hot chocolate - 2.90",10.85,CASH,
04/12/2023 16:42,Uppingham,Ryan Colon,"Regular Flavoured hot chocolate - Vanilla - 2.60, Large Flavoured latte - Caramel - 2.85, Regular Speciality Tea - Peppermint - 1.30",6.75,CARD,4229471770617752
04/12/2023 16:44,Uppingham,Diane Dekany,Large Flavoured latte - Hazelnut - 2.85,2.85,CARD,1809894427545674
04/12/2023 16:46,Uppingham,Christina Winfield,Regular Smoothies - Berry Beautiful - 2.00,2.0,CASH,
04/12/2023 16:48,Uppingham,Charles Mellish,"Regular Speciality Tea - Peppermint - 1.30, Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Flavoured latte - Caramel - 2.55",6.45,CARD,4567467246057490
04/12/2023 16:49,Uppingham,James Cavaliero,Large Smoothies - Berry Beautiful - 2.50,2.5,CARD,3851294332513331
04/12/2023 16:51,Uppingham,Jack Driscoll,"Regular Flavoured latte - Hazelnut - 2.55, Regular Cortado - 2.05",4.6,CASH,
04/12/2023 16:53,Uppingham,Wade Smith,Regular Speciality Tea - Green - 1.30,1.3,CARD,3305596596446103
04/12/2023 16:55,Uppingham,Charles Lacoy,"Large Flavoured latte - Caramel - 2.85, Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured latte - Hazelnut - 2.55",10.5,CARD,5509628830311652
04/12/2023 16:56,Uppingham,Sherly Davidson,Regular Hot chocolate - 2.20,2.2,CASH,
04/12/2023 16:58,Uppingham,Judy Smith,"Regular Mocha - 2.30, Large Flavoured hot chocolate - Vanilla - 2.90",5.2,CARD,3539376190194214
