date,location,name,basket,total,payment_type,card_number
26/11/2023 13:48,Longridge,Verda Kirby,"Large Glass of milk - 1.10, Regular Smoothies - Glowing Greens - 2.00, Regular Flavoured iced latte - Caramel - 2.75",5.85,CARD,8917834214593342
26/11/2023 13:48,Longridge,Walter Anderson,"Large Flavoured iced latte - Caramel - 3.25, Regular Smoothies - Glowing Greens - 2.00",5.25,CASH,
26/11/2023 13:49,Longridge,Vanessa Wyman,"Regular Frappes - Strawberries & Cream - 2.75, Large Mocha - 2.70, Regular Smoothies - Glowing Greens - 2.00, Regular Speciality Tea - Earl Grey - 1.30",8.75,CARD,9537307922327012
26/11/2023 13:50,Longridge,Jean Patterson,"Regular Glass of milk - 0.70, Regular Smoothies - Glowing Greens - 2.00, Regular Mocha - 2.30",5,CASH,
26/11/2023 13:51,Longridge,Mirella Fritz,"Regular Glass of milk - 0.70, Large Smoothies - Glowing Greens - 2.50, Regular Mocha - 2.30, Large Glass of milk - 1.10",6.6,CARD,8888931363615514
26/11/2023 13:52,Longridge,Lawanda Sonnier,"Regular Frappes - Strawberries & Cream - 2.75, Large Smoothies - Glowing Greens - 2.50",5.25,CASH,
26/11/2023 13:53,Longridge,Marjorie Ledoux,"Large Smoothies - Glowing Greens - 2.50, Regular Smoothies - Glowing Greens - 2.00",4.5,CASH,
26/11/2023 13:54,Longridge,Kristina Madril,"Regular Frappes - Strawberries & Cream - 2.75, Large Mocha - 2.70",5.45,CASH,
26/11/2023 13:55,Longridge,Gabrielle Tilley,Regular Glass of milk - 0.70,0.7,CASH,
26/11/2023 13:56,Longridge,Ivan Stuzman,Large Speciality Tea - Earl Grey - 1.60,1.6,CARD,9786192262939105
26/11/2023 13:57,Longridge,Virginia Cormier,Large Frappes - Strawberries & Cream - 3.25,3.25,CASH,
26/11/2023 13:58,Longridge,Mark Bunch,Large Glass of milk - 1.10,1.1,CARD,3347827664598255
26/11/2023 13:59,Longridge,Kim Bridges,"Regular Mocha - 2.30, Regular Flavoured iced latte - Caramel - 2.75",5.05,CARD,9961010916597168
26/11/2023 14:00,Longridge,Michael Allen,"Large Flavoured iced latte - Caramel - 3.25, Large Mocha - 2.70",5.95,CARD,2803840804125362
26/11/2023 14:03,Longridge,Walter Houston,"Regular Mocha - 2.30, Large Frappes - Strawberries & Cream - 3.25",5.55,CASH,
26/11/2023 14:06,Longridge,Jennifer Lee,"Regular Frappes - Strawberries & Cream - 2.75, Regular Glass of milk - 0.70",3.45,CASH,
26/11/2023 14:09,Longridge,Mitchell Vandoren,"Large Mocha - 2.70, Regular Mocha - 2.30, Regular Flavoured iced latte - Caramel - 2.75, Regular Frappes - Strawberries & Cream - 2.75",10.5,CASH,
26/11/2023 14:12,Longridge,Samuel Tellez,"Large Frappes - Strawberries & Cream - 3.25, Large Flavoured iced latte - Caramel - 3.25, Large Speciality Tea - Earl Grey - 1.60, Large Speciality Tea - Earl Grey - 1.60",9.7,CARD,8724232104175111
26/11/2023 14:16,Longridge,Patty Dunlop,Regular Frappes - Strawberries & Cream - 2.75,2.75,CARD,1087428578920906
26/11/2023 14:19,Longridge,Clarence Rosenberg,Regular Frappes - Strawberries & Cream - 2.75,2.75,CARD,9862575660676221
26/11/2023 14:22,Longridge,Fredericka Glenn,"Regular Frappes - Strawberries & Cream - 2.75, Large Speciality Tea - Earl Grey - 1.60, Large Mocha - 2.70",7.05,CARD,1020134129201646
26/11/2023 14:25,Longridge,Brandon Adams,Regular Frappes - Strawberries & Cream - 2.75,2.75,CARD,3129427914959218
26/11/2023 14:28,Longridge,Philip Burke,"Regular Frappes - Strawberries & Cream - 2.75, Regular Glass of milk - 0.70",3.45,CASH,
26/11/2023 14:31,Longridge,Glen Reed,"Large Glass of milk - 1.10, Regular Frappes - Strawberries & Cream - 2.75",3.85,CASH,
26/11/2023 14:35,Longridge,Maria Ware,"Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Caramel - 2.75, Large Speciality Tea - Earl Grey - 1.60",7.1,CARD,5068547769240967
26/11/2023 14:38,Longridge,Herman Tubbs,"Large Mocha - 2.70, Regular Flavoured iced latte - Caramel - 2.75, Regular Mocha - 2.30",7.75,CARD,1535123478979757
26/11/2023 14:41,Longridge,Carol Mason,"Regular Frappes - Strawberries & Cream - 2.75, Large Frappes - Strawberries & Cream - 3.25",6,CARD,6160387187770283
26/11/2023 14:44,Longridge,Laura Farrish,Large Frappes - Strawberries & Cream - 3.25,3.25,CASH,
26/11/2023 14:47,Longridge,Brent Conway,"Regular Speciality Tea - Earl Grey - 1.30, Large Speciality Tea - Earl Grey - 1.60, Regular Flavoured iced latte - Caramel - 2.75",5.65,CARD,9795755551406312
26/11/2023 14:50,Longridge,Ella Switzer,"Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Caramel - 2.75",8.25,CASH,
26/11/2023 14:53,Longridge,Dolores Crislip,Regular Flavoured iced latte - Caramel - 2.75,2.75,CARD,9235986040576200
26/11/2023 14:57,Longridge,Michael King,"Regular Glass of milk - 0.70, Regular Smoothies - Glowing Greens - 2.00, Regular Frappes - Strawberries & Cream - 2.75",5.45,CARD,2168579994408934
26/11/2023 15:00,Longridge,Mary Moore,"Large Smoothies - Glowing Greens - 2.50, Large Mocha - 2.70, Large Flavoured iced latte - Caramel - 3.25",8.45,CARD,3386703591738393
26/11/2023 15:01,Longridge,Floyd Houchin,"Large Smoothies - Glowing Greens - 2.50, Regular Mocha - 2.30",4.8,CARD,1148326696540661
26/11/2023 15:02,Longridge,Robert Baker,Large Mocha - 2.70,2.7,CARD,9098228098349894
26/11/2023 15:03,Longridge,Raymond Moya,"Regular Mocha - 2.30, Regular Smoothies - Glowing Greens - 2.00, Large Smoothies - Glowing Greens - 2.50",6.8,CARD,5645898576471699
26/11/2023 15:04,Longridge,Doris Dickson,Regular Smoothies - Glowing Greens - 2.00,2,CARD,6537561007232662
26/11/2023 15:05,Longridge,Frances Affagato,"Regular Frappes - Strawberries & Cream - 2.75, Regular Frappes - Strawberries & Cream - 2.75",5.5,CARD,4702800578324661
26/11/2023 15:06,Longridge,Patricia Fenelus,"Large Mocha - 2.70, Regular Glass of milk - 0.70, Large Smoothies - Glowing Greens - 2.50",5.9,CARD,3369122937228067
26/11/2023 15:07,Longridge,April Sheffield,"Regular Glass of milk - 0.70, Large Flavoured iced latte - Caramel - 3.25, Regular Speciality Tea - Earl Grey - 1.30",5.25,CARD,8966621073177582
26/11/2023 15:08,Longridge,Mary Posson,Large Frappes - Strawberries & Cream - 3.25,3.25,CASH,
26/11/2023 15:09,Longridge,Mark Plungy,Large Smoothies - Glowing Greens - 2.50,2.5,CASH,
26/11/2023 15:10,Longridge,Peggy Martinez,"Regular Mocha - 2.30, Regular Glass of milk - 0.70, Large Frappes - Strawberries & Cream - 3.25, Regular Speciality Tea - Earl Grey - 1.30, Large Speciality Tea - Earl Grey - 1.60",9.15,CARD,4898729919305834
26/11/2023 15:11,Longridge,Suzanne Byrd,"Regular Smoothies - Glowing Greens - 2.00, Large Mocha - 2.70",4.7,CARD,4129457583708641
26/11/2023 15:12,Longridge,Tamika Guerra,Large Glass of milk - 1.10,1.1,CARD,6453400383518842
26/11/2023 15:13,Longridge,Randy Reid,"Regular Mocha - 2.30, Large Frappes - Strawberries & Cream - 3.25",5.55,CARD,3877614937352175
26/11/2023 15:14,Longridge,Lenore Henry,Regular Frappes - Strawberries & Cream - 2.75,2.75,CARD,4788093784480548
26/11/2023 15:15,Longridge,Judith Luna,"Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Caramel - 2.75, Regular Frappes - Strawberries & Cream - 2.75, Regular Glass of milk - 0.70, Regular Flavoured iced latte - Caramel - 2.75, Large Mocha - 2.70",14.4,CASH,
26/11/2023 15:16,Longridge,Jeffrey Wojciak,"Large Glass of milk - 1.10, Regular Flavoured iced latte - Caramel - 2.75",3.85,CARD,6656790455562403
26/11/2023 15:17,Longridge,Elizabeth Jones,"Regular Speciality Tea - Earl Grey - 1.30, Large Smoothies - Glowing Greens - 2.50",3.8,CASH,
26/11/2023 15:18,Longridge,Christine Johnson,"Regular Frappes - Strawberries & Cream - 2.75, Regular Glass of milk - 0.70, Large Smoothies - Glowing Greens - 2.50",5.95,CARD,8740404945187181
26/11/2023 15:19,Longridge,Carla Joyner,"Large Mocha - 2.70, Regular Smoothies - Glowing Greens - 2.00",4.7,CASH,
26/11/2023 15:20,Longridge,Nola Mcdonald,"Regular Mocha - 2.30, Regular Speciality Tea - Earl Grey - 1.30, Large Flavoured iced latte - Caramel - 3.25, Regular Mocha - 2.30",9.15,CASH,
26/11/2023 15:21,Longridge,John Burcham,Large Flavoured iced latte - Caramel - 3.25,3.25,CASH,
26/11/2023 15:22,Longridge,John Bravo,"Regular Glass of milk - 0.70, Regular Frappes - Strawberries & Cream - 2.75, Regular Glass of milk - 0.70",4.15,CARD,8941140219509762
26/11/2023 15:23,Longridge,Margie James,Regular Flavoured iced latte - Caramel - 2.75,2.75,CASH,
26/11/2023 15:25,Longridge,Shawna Lincoln,"Regular Glass of milk - 0.70, Large Mocha - 2.70, Regular Smoothies - Glowing Greens - 2.00",5.4,CASH,
26/11/2023 15:26,Longridge,Christine Beach,"Regular Mocha - 2.30, Large Smoothies - Glowing Greens - 2.50, Regular Smoothies - Glowing Greens - 2.00",6.8,CARD,9637784798371105
26/11/2023 15:27,Longridge,Winnifred Bowser,"Regular Mocha - 2.30, Large Glass of milk - 1.10, Regular Frappes - Strawberries & Cream - 2.75, Large Mocha - 2.70, Regular Glass of milk - 0.70",9.55,CARD,8169428438060316
26/11/2023 15:28,Longridge,James Lloyd,"Regular Mocha - 2.30, Regular Frappes - Strawberries & Cream - 2.75",5.05,CARD,6987045696242282
26/11/2023 15:29,Longridge,Elizabeth Su,"Large Speciality Tea - Earl Grey - 1.60, Regular Smoothies - Glowing Greens - 2.00, Regular Mocha - 2.30, Large Flavoured iced latte - Caramel - 3.25, Large Flavoured iced latte - Caramel - 3.25",12.4,CARD,2631033171855837
26/11/2023 15:30,Longridge,Roslyn Pulver,"Regular Glass of milk - 0.70, Regular Speciality Tea - Earl Grey - 1.30",2,CASH,
26/11/2023 15:31,Longridge,Robert Davidson,"Large Frappes - Strawberries & Cream - 3.25, Large Mocha - 2.70",5.95,CARD,8880589552826569
26/11/2023 15:32,Longridge,Janet Moon,Large Mocha - 2.70,2.7,CASH,
26/11/2023 15:33,Longridge,Daniel Matney,"Large Mocha - 2.70, Regular Speciality Tea - Earl Grey - 1.30",4,CASH,
26/11/2023 15:34,Longridge,Michael Witherspoon,"Regular Mocha - 2.30, Large Speciality Tea - Earl Grey - 1.60, Regular Smoothies - Glowing Greens - 2.00, Large Flavoured iced latte - Caramel - 3.25, Large Flavoured iced latte - Caramel - 3.25, Regular Flavoured iced latte - Caramel - 2.75",15.15,CARD,1757554452663567
26/11/2023 15:35,Longridge,Joyce Barnes,Large Glass of milk - 1.10,1.1,CASH,
26/11/2023 15:36,Longridge,John Sansoucy,"Regular Frappes - Strawberries & Cream - 2.75, Regular Speciality Tea - Earl Grey - 1.30, Regular Smoothies - Glowing Greens - 2.00, Large Glass of milk - 1.10, Large Smoothies - Glowing Greens - 2.50",9.65,CASH,
26/11/2023 15:37,Longridge,Ines Taylor,Large Glass of milk - 1.10,1.1,CARD,1970468393975369
26/11/2023 15:38,Longridge,Craig Stapleton,Large Glass of milk - 1.10,1.1,CARD,4040578599265693
26/11/2023 15:39,Longridge,Rowena Flowers,"Regular Flavoured iced latte - Caramel - 2.75, Regular Smoothies - Glowing Greens - 2.00",4.75,CARD,7707498054719002
26/11/2023 15:40,Longridge,Charles Rushing,"Regular Frappes - Strawberries & Cream - 2.75, Large Frappes - Strawberries & Cream - 3.25, Regular Smoothies - Glowing Greens - 2.00",8,CARD,5691475828237540
26/11/2023 15:41,Longridge,Lori Rogers,"Large Speciality Tea - Earl Grey - 1.60, Regular Smoothies - Glowing Greens - 2.00, Regular Speciality Tea - Earl Grey - 1.30, Regular Glass of milk - 0.70",5.6,CASH,
26/11/2023 15:42,Longridge,Micah Escobedo,Large Frappes - Strawberries & Cream - 3.25,3.25,CASH,
26/11/2023 15:43,Longridge,Anthony Burr,"Large Frappes - Strawberries & Cream - 3.25, Regular Speciality Tea - Earl Grey - 1.30",4.55,CARD,7877715007814011
26/11/2023 15:44,Longridge,Cindy Reeser,"Large Mocha - 2.70, Large Smoothies - Glowing Greens - 2.50, Large Glass of milk - 1.10, Large Smoothies - Glowing Greens - 2.50, Large Flavoured iced latte - Caramel - 3.25, Large Flavoured iced latte - Caramel - 3.25",15.3,CARD,6115517652819174
26/11/2023 15:45,Longridge,Ethel Rice,Regular Smoothies - Glowing Greens - 2.00,2,CARD,6248245186453058
26/11/2023 15:46,Longridge,Geraldine Houston,"Regular Flavoured iced latte - Caramel - 2.75, Large Flavoured iced latte - Caramel - 3.25, Large Speciality Tea - Earl Grey - 1.60, Regular Frappes - Strawberries & Cream - 2.75",10.35,CARD,5211282212454563
26/11/2023 15:47,Longridge,Sandra Campbell,Regular Smoothies - Glowing Greens - 2.00,2,CARD,1242726546187703
26/11/2023 15:48,Longridge,David Winters,"Large Glass of milk - 1.10, Regular Speciality Tea - Earl Grey - 1.30, Regular Frappes - Strawberries & Cream - 2.75",5.15,CASH,
26/11/2023 15:49,Longridge,Ray Pitcock,Large Speciality Tea - Earl Grey - 1.60,1.6,CARD,5965070504139955
26/11/2023 15:50,Longridge,Sheryl Monnier,"Regular Mocha - 2.30, Large Speciality Tea - Earl Grey - 1.60",3.9,CASH,
26/11/2023 15:51,Longridge,William Pierson,Large Speciality Tea - Earl Grey - 1.60,1.6,CARD,4540292029609687
26/11/2023 15:52,Longridge,Corey Zimmerman,"Large Speciality Tea - Earl Grey - 1.60, Large Smoothies - Glowing Greens - 2.50, Regular Frappes - Strawberries & Cream - 2.75",6.85,CASH,
26/11/2023 15:53,Longridge,Henry Morris,"Large Mocha - 2.70, Regular Speciality Tea - Earl Grey - 1.30, Regular Glass of milk - 0.70",4.7,CASH,
26/11/2023 15:54,Longridge,William Carson,"Regular Smoothies - Glowing Greens - 2.00, Regular Mocha - 2.30, Large Flavoured iced latte - Caramel - 3.25, Regular Frappes - Strawberries & Cream - 2.75",10.3,CARD,8252560708784283
26/11/2023 15:56,Longridge,Marie Lombard,"Regular Flavoured iced latte - Caramel - 2.75, Regular Mocha - 2.30",5.05,CASH,
26/11/2023 15:57,Longridge,Harvey Martin,"Large Frappes - Strawberries & Cream - 3.25, Large Glass of milk - 1.10, Regular Flavoured iced latte - Caramel - 2.75",7.1,CARD,1187030293008535
26/11/2023 15:58,Longridge,Debra Fick,"Large Frappes - Strawberries & Cream - 3.25, Large Smoothies - Glowing Greens - 2.50",5.75,CARD,4889603585212901
26/11/2023 15:59,Longridge,Charlotte Garcia,"Large Smoothies - Glowing Greens - 2.50, Large Speciality Tea - Earl Grey - 1.60, Large Smoothies - Glowing Greens - 2.50, Regular Flavoured iced latte - Caramel - 2.75",9.35,CASH,
26/11/2023 16:00,Longridge,Paul Little,"Large Speciality Tea - Earl Grey - 1.60, Large Speciality Tea - Earl Grey - 1.60",3.2,CARD,2608344082926793
26/11/2023 16:02,Longridge,Gary Sprinkle,"Large Mocha - 2.70, Regular Speciality Tea - Earl Grey - 1.30, Regular Glass of milk - 0.70, Large Flavoured iced latte - Caramel - 3.25, Large Smoothies - Glowing Greens - 2.50",10.45,CARD,3798993384100502
26/11/2023 16:04,Longridge,Billie Reed,"Large Glass of milk - 1.10, Regular Smoothies - Glowing Greens - 2.00",3.1,CARD,4962720164723806
26/11/2023 16:06,Longridge,Marlene Davis,Large Flavoured iced latte - Caramel - 3.25,3.25,CASH,
26/11/2023 16:08,Longridge,Mark Pendergast,Regular Frappes - Strawberries & Cream - 2.75,2.75,CARD,7542895353895753
26/11/2023 16:10,Longridge,Doris Moorefield,"Regular Glass of milk - 0.70, Regular Smoothies - Glowing Greens - 2.00, Regular Glass of milk - 0.70, Regular Glass of milk - 0.70, Large Flavoured iced latte - Caramel - 3.25",7.35,CASH,
26/11/2023 16:12,Longridge,Clint Moore,Large Flavoured iced latte - Caramel - 3.25,3.25,CARD,6559284984854333
26/11/2023 16:14,Longridge,Kathlyn Mains,"Large Flavoured iced latte - Caramel - 3.25, Large Speciality Tea - Earl Grey - 1.60",4.85,CARD,6497981885873218
26/11/2023 16:16,Longridge,Elizabeth Ashley,Large Speciality Tea - Earl Grey - 1.60,1.6,CARD,3228848940423804
26/11/2023 16:18,Longridge,Jerry Shoults,Regular Frappes - Strawberries & Cream - 2.75,2.75,CARD,7968885816975611
26/11/2023 16:20,Longridge,Alma Matson,"Regular Frappes - Strawberries & Cream - 2.75, Regular Mocha - 2.30",5.05,CARD,2963496545496620
26/11/2023 16:22,Longridge,Jessica Jones,"Large Smoothies - Glowing Greens - 2.50, Large Mocha - 2.70",5.2,CARD,7092770349475733
26/11/2023 16:24,Longridge,Donald Yazzie,Large Frappes - Strawberries & Cream - 3.25,3.25,CARD,5629078028130573
26/11/2023 16:26,Longridge,William Martin,Large Glass of milk - 1.10,1.1,CARD,7969861539347656
26/11/2023 16:28,Longridge,Paul Myott,"Regular Smoothies - Glowing Greens - 2.00, Regular Frappes - Strawberries & Cream - 2.75",4.75,CASH,
26/11/2023 16:30,Longridge,Carolyn Diggs,"Large Glass of milk - 1.10, Regular Frappes - Strawberries & Cream - 2.75, Large Smoothies - Glowing Greens - 2.50",6.35,CARD,7047421221516999
26/11/2023 16:32,Longridge,Terry Bourgeois,"Regular Frappes - Strawberries & Cream - 2.75, Large Glass of milk - 1.10",3.85,CASH,
26/11/2023 16:34,Longridge,Steven Stgermain,"Large Speciality Tea - Earl Grey - 1.60, Regular Glass of milk - 0.70",2.3,CARD,9524579843572645
26/11/2023 16:36,Longridge,Jerry Cory,Regular Frappes - Strawberries & Cream - 2.75,2.75,CARD,1533042767218036
26/11/2023 16:38,Longridge,John Webb,"Regular Glass of milk - 0.70, Large Mocha - 2.70, Regular Mocha - 2.30, Regular Glass of milk - 0.70, Regular Flavoured iced latte - Caramel - 2.75",9.15,CARD,9598432260238779
26/11/2023 16:40,Longridge,Edward Jung,Large Smoothies - Glowing Greens - 2.50,2.5,CARD,1739330105001006
26/11/2023 16:42,Longridge,Corey Terrell,"Large Flavoured iced latte - Caramel - 3.25, Large Glass of milk - 1.10, Large Frappes - Strawberries & Cream - 3.25",7.6,CASH,
26/11/2023 16:44,Longridge,Christopher Wilson,"Regular Frappes - Strawberries & Cream - 2.75, Regular Smoothies - Glowing Greens - 2.00",4.75,CARD,9171448733155422
26/11/2023 16:46,Longridge,Donald Liriano,"Large Flavoured iced latte - Caramel - 3.25, Regular Flavoured iced latte - Caramel - 2.75",6,CARD,4240999483481930
26/11/2023 16:48,Longridge,Andrea Bauman,"Regular Mocha - 2.30, Large Mocha - 2.70, Regular Glass of milk - 0.70, Regular Mocha - 2.30",8,CARD,3476468232895041
26/11/2023 16:50,Longridge,Kenneth Walker,"Large Speciality Tea - Earl Grey - 1.60, Regular Smoothies - Glowing Greens - 2.00",3.6,CARD,1881409429766640
26/11/2023 16:52,Longridge,Jared Prado,"Regular Frappes - Strawberries & Cream - 2.75, Regular Glass of milk - 0.70, Regular Glass of milk - 0.70",4.15,CARD,7350997764683519
26/11/2023 16:54,Longridge,Harold Bode,Large Speciality Tea - Earl Grey - 1.60,1.6,CASH,
26/11/2023 16:56,Longridge,Cheryl Tice,"Regular Mocha - 2.30, Large Frappes - Strawberries & Cream - 3.25, Regular Mocha - 2.30",7.85,CARD,3401133556346235
26/11/2023 16:58,Longridge,John Rubin,"Large Mocha - 2.70, Regular Frappes - Strawberries & Cream - 2.75",5.45,CASH,
